,TickerID,Symbol,Name,Occurrence,Positive,Negative
86,925415318,LIVX,Livexlive Media,1,0,1
87,925418550,HPR,HighPoint Rsrcs,9,6,3
88,913255807,GNCA,Genocea,1,0,1
89,913253498,OXBR,Oxbridge Re Hldg,2,0,2
90,913253635,SCKT,Socket Mobile,2,0,2
91,913255829,MDWD,Mediwound,3,1,2
92,913257362,KIRK,Kirklands,3,1,2
93,925419461,IEA,INFRASTRUCTURE A,3,1,2
94,950110764,ANCN,ANCHIANO THERAPEUTICS LTD.,3,1,2
95,950135696,HCCHR,HL Acquisitions Corp,3,0,3
96,950104120,BYND,Beyond Meat,69,44,25
97,950085007,OSMT,Osmotica Pharmaceuticals Plc,1,0,1
98,950065193,BNGO,Bionano Genomics,3,1,2
99,913253607,NMTR,9 Meters Biopharma,2,0,2
100,913254324,DQ,Daqo New Energy,1,1,0
101,913256393,CSIQ,Canadian Solar,1,1,0
102,913324673,JKS,JinkoSolar,1,1,0
103,913433140,SUNW,Sunworks,2,1,1
104,913324007,MVIS,MicroVision,17,9,8
105,913253390,CEMI,Chembio,3,2,1
106,913253421,AFH,Atlas Fin Hldgs,2,0,2
107,913255414,IBM,IBM,7,4,3
108,950110807,N/A,BITWISE BITCOIN ETF TRUST,7,4,3
109,950126584,N/A,Cipher Technologies Bitcoin Fund,8,4,4
110,913254558,BABA,Alibaba,90,67,23
111,925186755,SNAP,Snap,47,25,22
112,950118595,ZM,ZOOM VIDEO,44,18,26
113,913403631,531268,B2B SOFTWARE-XT,9,3,6
114,913243846,VGT,Vanguard Information Technology ETF,2,0,2
115,913254450,HCR,Hi-Crush Partner,2,0,2
116,913244089,GLD,SPDR® Gold Shares,4,1,3
117,913244138,IAU,iShares Gold Trust,1,1,0
118,913730084,GOLD,Barrick Gold,6,1,5
119,913256732,GILD,Gilead Sciences,36,15,21
120,913323727,MDRIQ,McDermott Intern,25,17,8
121,913253526,CFRX,ContraFect,9,7,2
122,913253759,CHNR,CHNR,5,4,1
